State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
Oregon,12/28/2024,45 Days,2.489955515,6.40425026,6.141855395,Minimal,
Oregon,8/26/2023,All Results,,1.65981482,2.154549741,No Data,
Oregon,12/31/2022,All Results,13.7145438,9.64861324,11.6845497,High,
Oregon,1/11/2025,6 Months,3.597872969,10.08301231,8.56925418,Minimal,
Oregon,7/29/2023,All Results,,1.384895253,1.466030397,No Data,
Oregon,9/14/2024,1 Year,1.714250348,1.184422229,1.151334179,Minimal,Limited Coverage
Oregon,12/14/2024,45 Days,1.608365757,5.472206273,4.120433084,Minimal,
Oregon,11/11/2023,All Results,2.141982364,5.228844852,5.070965993,Minimal,
Oregon,9/28/2024,6 Months,1.154372031,1.215121123,1.116395056,Minimal,Limited Coverage
Oregon,6/11/2022,All Results,,1.543439419,1.314874032,No Data,
Oregon,10/12/2024,1 Year,0.788191926,1.1482105,1.07724622,Minimal,
Oregon,3/16/2024,All Results,3.625232135,3.212429211,3.455039418,Minimal,
Oregon,10/12/2024,6 Months,0.788191926,1.1482105,1.07724622,Minimal,
Oregon,8/3/2024,All Results,5.978436883,1.218954668,1.117519631,Low,Limited Coverage
Oregon,9/17/2022,All Results,1.096090203,2.778847692,1.504552235,Minimal,
Oregon,4/27/2024,All Results,1.038568978,1.455112007,1.381142707,Minimal,
Oregon,3/25/2023,All Results,2.34091199,2.163052158,2.897597301,Minimal,
Oregon,2/3/2024,All Results,4.262562374,6.868404881,7.766630688,Low,
Oregon,5/28/2022,All Results,,1.63384129,1.598064451,No Data,
Oregon,12/14/2024,1 Year,1.608365757,5.472206273,4.120433084,Minimal,
Oregon,1/18/2025,6 Months,2.259038668,8.870003394,8.776131689,Minimal,
Oregon,5/14/2022,All Results,,1.603770825,1.404052498,No Data,
Oregon,6/29/2024,1 Year,1.422812512,1.283688257,1.212332545,Minimal,Limited Coverage
Oregon,6/15/2024,1 Year,1.001852509,1.259788613,1.176111432,Minimal,
Oregon,1/28/2023,All Results,2.639536007,5.388541997,6.805711309,Minimal,
Oregon,8/27/2022,All Results,,2.666307019,2.108492076,No Data,
Oregon,7/13/2024,All Results,1.16998208,1.2601647,1.123386949,Minimal,
Oregon,10/5/2024,All Results,0.769472175,1.263411201,1.054745161,Minimal,
Oregon,8/19/2023,All Results,,1.486995519,1.482198674,No Data,
Oregon,8/6/2022,All Results,,1.405401868,1.125442207,No Data,
Oregon,3/23/2024,All Results,1.904357321,2.513087656,2.235981723,Minimal,
Oregon,4/16/2022,All Results,,1.841328648,2.201736571,No Data,
Oregon,4/13/2024,All Results,1.5292387,1.913184421,1.598768811,Minimal,
Oregon,5/18/2024,All Results,2.188883688,1.404929217,1.348019273,Minimal,Limited Coverage
Oregon,12/7/2024,All Results,3.801174694,4.07726314,5.233286223,Minimal,
Oregon,3/2/2024,All Results,2.763254052,4.18098609,4.179255831,Minimal,
Oregon,7/9/2022,All Results,,1.618154776,1.490428004,No Data,
Oregon,3/9/2024,1 Year,3.902101401,3.747594887,4.369956409,Minimal,
Oregon,12/9/2023,All Results,3.097814509,11.11331973,9.753342877,Minimal,
Oregon,3/23/2024,1 Year,1.904357321,2.513087656,2.235981723,Minimal,
Oregon,12/28/2024,All Results,2.489955515,6.40425026,6.141855395,Minimal,
Oregon,1/21/2023,All Results,4.793528547,6.321951214,9.112442164,Low,
Oregon,10/21/2023,All Results,1.116124506,1.960861607,1.766028565,Minimal,
Oregon,10/8/2022,All Results,1.119592132,3.754217665,2.239005202,Minimal,
Oregon,8/24/2024,1 Year,1.462154679,1.269539894,1.094838733,Minimal,Limited Coverage
Oregon,5/4/2024,All Results,1.050965682,1.46921103,1.430804025,Minimal,
Oregon,2/11/2023,All Results,2.296834621,4.465009064,5.852371368,Minimal,
Oregon,4/2/2022,All Results,,1.688538011,1.735607697,No Data,
Oregon,1/11/2025,All Results,3.597872969,10.08301231,8.56925418,Minimal,
Oregon,11/16/2024,6 Months,1.505468077,1.91663426,2.221407482,Minimal,
Pennsylvania,5/6/2023,All Results,2.334237224,1.34546366,1.276569091,Minimal,Limited Coverage
Pennsylvania,1/14/2023,All Results,10.15127485,7.826710774,9.243805557,Moderate,Limited Coverage
Pennsylvania,11/2/2024,1 Year,1,1.260595524,1,Minimal,Limited Coverage
Pennsylvania,11/19/2022,All Results,17.17614405,12.27824303,14.65867968,High,Limited Coverage
Pennsylvania,6/29/2024,All Results,1,1.283688257,1.033188103,Minimal,Limited Coverage
Pennsylvania,12/16/2023,All Results,11.047454,11.75329853,12.48755202,Moderate,Limited Coverage
Pennsylvania,5/4/2024,1 Year,1,1.46921103,1.094393026,Minimal,Limited Coverage
Pennsylvania,12/24/2022,All Results,11.45404885,10.31183541,11.02289579,Moderate,Limited Coverage
Pennsylvania,8/12/2023,All Results,1.682944267,1.453764064,1.45580579,Minimal,Limited Coverage
Pennsylvania,5/13/2023,All Results,1.670862088,1.476047381,1.241279901,Minimal,Limited Coverage
Pennsylvania,9/21/2024,1 Year,1,1.136892106,1.007209931,Minimal,Limited Coverage
Pennsylvania,1/25/2025,45 Days,13.15275159,8.410056222,9.736453757,High,Limited Coverage
Pennsylvania,8/13/2022,All Results,4.036958332,1.474208609,3.092350052,Low,Limited Coverage
Pennsylvania,6/22/2024,All Results,1,1.226811809,1.01048454,Minimal,Limited Coverage
Pennsylvania,1/27/2024,All Results,8.090643779,7.415900794,8.132224961,Moderate,Limited Coverage
Pennsylvania,11/9/2024,All Results,1.368046091,1.505537457,1.04991863,Minimal,Limited Coverage
Pennsylvania,12/7/2024,6 Months,10.89896217,4.07726314,3.698274084,Moderate,Limited Coverage
Pennsylvania,11/12/2022,All Results,16.74321358,10.83082248,12.98167787,High,Limited Coverage
Pennsylvania,12/3/2022,All Results,16.35017481,13.38809294,15.40699594,High,Limited Coverage
Pennsylvania,9/2/2023,All Results,1.364984643,1.401020208,1.410579657,Minimal,Limited Coverage
Pennsylvania,11/30/2024,6 Months,4.315339705,2.465017247,2.101595977,Low,Limited Coverage
Pennsylvania,7/22/2023,All Results,2.175342371,1.471332152,1.548872177,Minimal,Limited Coverage
Pennsylvania,4/6/2024,All Results,1,2.199135747,1.771622588,Minimal,Limited Coverage
Pennsylvania,11/2/2024,All Results,1,1.260595524,1,Minimal,Limited Coverage
Pennsylvania,1/27/2024,1 Year,8.090643779,7.415900794,8.132224961,Moderate,Limited Coverage
Pennsylvania,2/10/2024,All Results,3.720391709,6.307025296,7.259989603,Minimal,Limited Coverage
Pennsylvania,9/10/2022,All Results,4.314434774,1.764363938,4.314434774,Low,Limited Coverage
Pennsylvania,6/8/2024,All Results,1,1.35325598,1.040787428,Minimal,Limited Coverage
Pennsylvania,1/11/2025,1 Year,18.24822114,10.08301231,8.511567278,High,Limited Coverage
Pennsylvania,11/18/2023,All Results,10.44837416,7.607362278,10.44837416,Moderate,Limited Coverage
Pennsylvania,10/28/2023,All Results,4.496933226,2.498974326,3.19841715,Low,Limited Coverage
Pennsylvania,7/8/2023,All Results,1.152294094,1.339868249,1.421054171,Minimal,Limited Coverage
Pennsylvania,8/3/2024,1 Year,1,1.218954668,1.017740032,Minimal,Limited Coverage
Pennsylvania,8/24/2024,All Results,1,1.269539894,1.108245742,Minimal,Limited Coverage
Pennsylvania,10/22/2022,All Results,13.82771951,6.614310016,9.611905091,High,Limited Coverage
Pennsylvania,1/4/2025,6 Months,16.90023815,10.03425259,9.560345675,High,Limited Coverage
Pennsylvania,9/28/2024,All Results,1.297281019,1.215121123,1.01675834,Minimal,Limited Coverage
Pennsylvania,9/21/2024,6 Months,1,1.136892106,1.007209931,Minimal,Limited Coverage
Pennsylvania,12/7/2024,1 Year,10.89896217,4.07726314,3.698274084,Moderate,Limited Coverage
Pennsylvania,7/6/2024,1 Year,1,1.221474285,1.040930892,Minimal,Limited Coverage
Pennsylvania,10/26/2024,1 Year,1.231677082,1.157666147,1,Minimal,Limited Coverage
Pennsylvania,7/1/2023,All Results,1.653120962,1.34841252,1.556393074,Minimal,Limited Coverage
Pennsylvania,8/17/2024,1 Year,1,1.215384356,1.029233811,Minimal,Limited Coverage
Pennsylvania,4/20/2024,All Results,1,1.574160592,1.323610847,Minimal,Limited Coverage
Pennsylvania,9/9/2023,All Results,2.434787772,1.532486284,2.070080132,Minimal,Limited Coverage
Pennsylvania,9/28/2024,1 Year,1.297281019,1.215121123,1.01675834,Minimal,Limited Coverage
Pennsylvania,4/13/2024,1 Year,1.480121956,1.913184421,1.391480897,Minimal,Limited Coverage
Pennsylvania,9/21/2024,All Results,1,1.136892106,1.007209931,Minimal,Limited Coverage
Pennsylvania,4/20/2024,1 Year,1,1.574160592,1.323610847,Minimal,Limited Coverage
Pennsylvania,12/14/2024,6 Months,10.71553685,5.472206273,6.248555998,Moderate,Limited Coverage
Pennsylvania,12/21/2024,6 Months,7.54662034,6.597140991,6.611887262,Low,Limited Coverage
Pennsylvania,11/25/2023,All Results,15.2858552,8.356403298,11.03406259,High,Limited Coverage
Pennsylvania,11/23/2024,All Results,5.683590473,2.321732905,1.876392134,Low,Limited Coverage
Pennsylvania,12/30/2023,All Results,22.0443212,13.18569684,14.58777623,Very High,Limited Coverage
Pennsylvania,12/21/2024,1 Year,7.54662034,6.597140991,6.611887262,Low,Limited Coverage
Pennsylvania,5/11/2024,1 Year,1,1.46649405,1.141098631,Minimal,Limited Coverage
Pennsylvania,1/25/2025,6 Months,13.15275159,8.410056222,9.736453757,High,Limited Coverage
Pennsylvania,10/29/2022,All Results,16.34879489,8.168657257,10.22228023,High,Limited Coverage
Pennsylvania,9/3/2022,All Results,2.175026356,1.972766043,2.534327592,Minimal,Limited Coverage
Pennsylvania,2/17/2024,1 Year,2.198938795,5.556611227,6.797470275,Minimal,Limited Coverage
Pennsylvania,6/10/2023,All Results,1.020189309,1.459469894,1.212078587,Minimal,Limited Coverage
Pennsylvania,11/2/2024,6 Months,1,1.260595524,1,Minimal,Limited Coverage
Pennsylvania,7/15/2023,All Results,1.369669208,1.458776375,1.629900273,Minimal,Limited Coverage
Pennsylvania,4/6/2024,1 Year,1,2.199135747,1.771622588,Minimal,Limited Coverage
Pennsylvania,6/15/2024,All Results,1.117284319,1.259788613,1.060702989,Minimal,Limited Coverage
Pennsylvania,10/19/2024,All Results,1,1.254449455,1.00762185,Minimal,Limited Coverage
Pennsylvania,2/24/2024,1 Year,3.027926632,4.796281787,5.080256473,Minimal,Limited Coverage
Pennsylvania,10/14/2023,All Results,1.949900801,1.692075458,1.674341951,Minimal,Limited Coverage
Pennsylvania,10/12/2024,All Results,1.1482105,1.1482105,1.001428348,Minimal,Limited Coverage
Pennsylvania,7/20/2024,All Results,1,1.254157163,1.054740534,Minimal,Limited Coverage
Pennsylvania,3/30/2024,1 Year,1,2.337129667,2.628271342,Minimal,Limited Coverage
Pennsylvania,3/30/2024,All Results,1,2.337129667,2.628271342,Minimal,Limited Coverage
Pennsylvania,2/17/2024,All Results,2.198938795,5.556611227,6.797470275,Minimal,Limited Coverage
Pennsylvania,11/5/2022,All Results,15.67267696,9.007387778,13.33262397,High,Limited Coverage
Pennsylvania,7/27/2024,All Results,1,1.245212192,1.027734216,Minimal,Limited Coverage
Pennsylvania,3/16/2024,1 Year,2.359706149,3.212429211,3.625143397,Minimal,Limited Coverage
Pennsylvania,12/21/2024,45 Days,7.54662034,6.597140991,6.611887262,Low,Limited Coverage
Pennsylvania,4/1/2023,All Results,2.575279176,2.185112722,1.97901306,Minimal,Limited Coverage
Pennsylvania,1/7/2023,All Results,4.895341814,8.485501828,9.975037191,Low,Limited Coverage
Pennsylvania,7/27/2024,1 Year,1,1.245212192,1.027734216,Minimal,Limited Coverage
Pennsylvania,2/24/2024,All Results,3.027926632,4.796281787,5.080256473,Minimal,Limited Coverage
Pennsylvania,11/23/2024,1 Year,5.683590473,2.321732905,1.876392134,Low,Limited Coverage
Pennsylvania,5/25/2024,All Results,1,1.359411049,1.066686139,Minimal,Limited Coverage
Pennsylvania,9/23/2023,All Results,1.580222529,1.637968571,1.662724862,Minimal,Limited Coverage
Pennsylvania,10/5/2024,6 Months,1.182619808,1.263411201,1.050088914,Minimal,Limited Coverage
Pennsylvania,2/4/2023,All Results,3.555810355,4.556415555,4.926775397,Minimal,Limited Coverage
Pennsylvania,1/6/2024,All Results,20.07933214,14.53445698,12.0506737,Very High,Limited Coverage
Pennsylvania,10/19/2024,1 Year,1,1.254449455,1.00762185,Minimal,Limited Coverage
Pennsylvania,1/13/2024,All Results,8.617141352,11.50486882,11.22871249,Moderate,Limited Coverage
Pennsylvania,12/28/2024,1 Year,14.95957931,6.40425026,7.280888656,High,Limited Coverage
Pennsylvania,10/7/2023,All Results,4.613298579,1.80711458,2.389999256,Low,Limited Coverage
Pennsylvania,8/31/2024,1 Year,1,1.23632566,1.033015319,Minimal,Limited Coverage
Pennsylvania,12/21/2024,All Results,7.54662034,6.597140991,6.611887262,Low,Limited Coverage
Pennsylvania,3/2/2024,1 Year,1.761434051,4.18098609,5.32669147,Minimal,Limited Coverage
Pennsylvania,11/30/2024,All Results,4.315339705,2.465017247,2.101595977,Low,Limited Coverage
Pennsylvania,4/22/2023,All Results,0.989126644,1.500029705,1.289711308,Minimal,Limited Coverage
Pennsylvania,5/20/2023,All Results,1.350796595,1.457232859,1.333841932,Minimal,Limited Coverage
Pennsylvania,10/26/2024,6 Months,1.231677082,1.157666147,1,Minimal,Limited Coverage
Pennsylvania,7/20/2024,1 Year,1,1.254157163,1.054740534,Minimal,Limited Coverage
Pennsylvania,11/4/2023,All Results,3.789198229,3.587764254,3.467146372,Minimal,Limited Coverage
Pennsylvania,2/3/2024,1 Year,5.215462058,6.868404881,6.536578824,Low,Limited Coverage
Pennsylvania,11/23/2024,6 Months,5.683590473,2.321732905,1.876392134,Low,Limited Coverage
Pennsylvania,6/1/2024,1 Year,1,1.301903931,1.070084293,Minimal,Limited Coverage
Pennsylvania,10/15/2022,All Results,11.56570572,6.332203993,8.287580297,Moderate,Limited Coverage
Pennsylvania,6/24/2023,All Results,1.042740134,1.349720852,1.207410021,Minimal,Limited Coverage
Pennsylvania,2/25/2023,All Results,1.892364983,3.661807408,3.936206209,Minimal,Limited Coverage
Pennsylvania,10/5/2024,1 Year,1.182619808,1.263411201,1.050088914,Minimal,Limited Coverage
Pennsylvania,9/30/2023,All Results,5.390352985,2.018461383,2.695492383,Low,Limited Coverage
Pennsylvania,12/14/2024,All Results,10.71553685,5.472206273,6.248555998,Moderate,Limited Coverage
Pennsylvania,11/9/2024,6 Months,1.368046091,1.505537457,1.04991863,Minimal,Limited Coverage
Pennsylvania,8/17/2024,All Results,1,1.215384356,1.029233811,Minimal,Limited Coverage
Pennsylvania,6/1/2024,All Results,1,1.301903931,1.070084293,Minimal,Limited Coverage
Pennsylvania,9/7/2024,All Results,1,1.203404589,1.011074849,Minimal,Limited Coverage
Pennsylvania,6/8/2024,1 Year,1,1.35325598,1.040787428,Minimal,Limited Coverage
Pennsylvania,1/20/2024,All Results,5.270773809,8.555605875,8.761941934,Low,Limited Coverage
Pennsylvania,1/18/2025,All Results,24.46806773,8.870003394,8.190492632,Very High,Limited Coverage
Pennsylvania,11/16/2024,All Results,1.02400491,1.91663426,1.219749321,Minimal,Limited Coverage
Pennsylvania,9/7/2024,6 Months,1,1.203404589,1.011074849,Minimal,Limited Coverage
Pennsylvania,6/17/2023,All Results,1.959998406,1.343360995,1.201719457,Minimal,Limited Coverage
Pennsylvania,6/22/2024,1 Year,1,1.226811809,1.01048454,Minimal,Limited Coverage
Pennsylvania,10/19/2024,6 Months,1,1.254449455,1.00762185,Minimal,Limited Coverage
Pennsylvania,8/10/2024,1 Year,1,1.269186096,1.127207779,Minimal,Limited Coverage
Pennsylvania,8/20/2022,All Results,3.463870191,1.91357854,2.323421097,Minimal,Limited Coverage
Pennsylvania,12/2/2023,All Results,18.96978725,11.02997146,11.74157284,High,Limited Coverage
Pennsylvania,4/15/2023,All Results,2.08231128,1.776348266,1.535966253,Minimal,Limited Coverage
Pennsylvania,4/29/2023,All Results,1.160375875,1.347887368,1.204232264,Minimal,Limited Coverage
Pennsylvania,1/4/2025,All Results,16.90023815,10.03425259,9.560345675,High,Limited Coverage
Pennsylvania,8/17/2024,6 Months,1,1.215384356,1.029233811,Minimal,Limited Coverage
Pennsylvania,7/13/2024,1 Year,1,1.2601647,1.01157141,Minimal,Limited Coverage
Pennsylvania,10/1/2022,All Results,5.132452964,3.06491869,5.132452964,Low,Limited Coverage
Pennsylvania,8/24/2024,6 Months,1,1.269539894,1.108245742,Minimal,Limited Coverage
Pennsylvania,11/26/2022,All Results,19.38892812,11.57252357,15.86594348,High,Limited Coverage
Pennsylvania,8/10/2024,6 Months,1,1.269186096,1.127207779,Minimal,Limited Coverage
Pennsylvania,8/31/2024,6 Months,1,1.23632566,1.033015319,Minimal,Limited Coverage
Pennsylvania,12/10/2022,All Results,15.19605858,11.83463095,13.2626204,High,Limited Coverage
Pennsylvania,3/11/2023,All Results,2.272197246,3.034928148,3.424697281,Minimal,Limited Coverage
Pennsylvania,9/24/2022,All Results,4.809098546,3.537481678,4.809098546,Low,Limited Coverage
Pennsylvania,8/5/2023,All Results,1.484630531,1.35356087,1.459087213,Minimal,Limited Coverage
Pennsylvania,1/18/2025,45 Days,24.46806773,8.870003394,8.190492632,Very High,Limited Coverage
Pennsylvania,1/25/2025,1 Year,13.15275159,8.410056222,9.736453757,High,Limited Coverage
Pennsylvania,3/4/2023,All Results,2.098113986,3.218515966,3.195568317,Minimal,Limited Coverage
Pennsylvania,4/8/2023,All Results,2.765235384,2.033186444,1.769644999,Minimal,Limited Coverage
Pennsylvania,2/10/2024,1 Year,3.720391709,6.307025296,7.259989603,Minimal,Limited Coverage
Pennsylvania,11/16/2024,1 Year,1.02400491,1.91663426,1.219749321,Minimal,Limited Coverage
Pennsylvania,5/18/2024,1 Year,1,1.404929217,1.107559062,Minimal,Limited Coverage
Pennsylvania,10/26/2024,All Results,1.231677082,1.157666147,1,Minimal,Limited Coverage
Pennsylvania,3/18/2023,All Results,2.251588152,2.570391042,3.320895784,Minimal,Limited Coverage
Pennsylvania,1/18/2025,1 Year,24.46806773,8.870003394,8.190492632,Very High,Limited Coverage
Pennsylvania,1/4/2025,45 Days,16.90023815,10.03425259,9.560345675,High,Limited Coverage
Pennsylvania,12/17/2022,All Results,10.24601466,11.63728519,11.3525947,Moderate,Limited Coverage
Pennsylvania,5/11/2024,All Results,1,1.46649405,1.141098631,Minimal,Limited Coverage
Pennsylvania,5/27/2023,All Results,1.566055341,1.379052949,1.332853356,Minimal,Limited Coverage
Pennsylvania,7/6/2024,All Results,1,1.221474285,1.040930892,Minimal,Limited Coverage
Pennsylvania,8/10/2024,All Results,1,1.269186096,1.127207779,Minimal,Limited Coverage
Pennsylvania,2/18/2023,All Results,5.427109781,4.567111247,4.723047308,Low,Limited Coverage
Pennsylvania,1/25/2025,All Results,13.15275159,8.410056222,9.736453757,High,Limited Coverage
Pennsylvania,9/16/2023,All Results,2.5492776,1.539365445,1.715382177,Minimal,Limited Coverage
Pennsylvania,4/27/2024,1 Year,1,1.455112007,1.189713025,Minimal,Limited Coverage
Pennsylvania,11/9/2024,1 Year,1.368046091,1.505537457,1.04991863,Minimal,Limited Coverage
Pennsylvania,5/25/2024,1 Year,1,1.359411049,1.066686139,Minimal,Limited Coverage
Pennsylvania,9/14/2024,All Results,1,1.184422229,1.00591115,Minimal,Limited Coverage
Pennsylvania,9/7/2024,1 Year,1,1.203404589,1.011074849,Minimal,Limited Coverage
Pennsylvania,3/9/2024,All Results,1.851909033,3.747594887,4.410907209,Minimal,Limited Coverage
Pennsylvania,11/30/2024,1 Year,4.315339705,2.465017247,2.101595977,Low,Limited Coverage
Pennsylvania,9/14/2024,6 Months,1,1.184422229,1.00591115,Minimal,Limited Coverage
Pennsylvania,6/3/2023,All Results,1.248848266,1.286926427,1.173184758,Minimal,Limited Coverage
Pennsylvania,1/11/2025,45 Days,18.24822114,10.08301231,8.511567278,High,Limited Coverage
Pennsylvania,8/31/2024,All Results,1,1.23632566,1.033015319,Minimal,Limited Coverage
Pennsylvania,1/4/2025,1 Year,16.90023815,10.03425259,9.560345675,High,Limited Coverage
Pennsylvania,8/3/2024,6 Months,1,1.218954668,1.017740032,Minimal,Limited Coverage
Pennsylvania,12/23/2023,All Results,17.98216519,11.1731723,12.56748795,High,Limited Coverage
Pennsylvania,12/28/2024,6 Months,14.95957931,6.40425026,7.280888656,High,Limited Coverage
Pennsylvania,12/28/2024,45 Days,14.95957931,6.40425026,7.280888656,High,Limited Coverage
Pennsylvania,8/26/2023,All Results,1.631970211,1.65981482,1.728070959,Minimal,Limited Coverage
Pennsylvania,12/31/2022,All Results,11.80586736,9.64861324,9.775431861,Moderate,Limited Coverage
Pennsylvania,1/11/2025,6 Months,18.24822114,10.08301231,8.511567278,High,Limited Coverage
Pennsylvania,7/29/2023,All Results,1.233779596,1.384895253,1.477304318,Minimal,Limited Coverage
Pennsylvania,9/14/2024,1 Year,1,1.184422229,1.00591115,Minimal,Limited Coverage
Pennsylvania,12/14/2024,45 Days,10.71553685,5.472206273,6.248555998,Moderate,Limited Coverage
Pennsylvania,11/11/2023,All Results,8.17001836,5.228844852,7.170631432,Moderate,Limited Coverage
Pennsylvania,9/28/2024,6 Months,1.297281019,1.215121123,1.01675834,Minimal,Limited Coverage
Pennsylvania,10/12/2024,1 Year,1.1482105,1.1482105,1.001428348,Minimal,Limited Coverage
Pennsylvania,3/16/2024,All Results,2.359706149,3.212429211,3.625143397,Minimal,Limited Coverage
Pennsylvania,10/12/2024,6 Months,1.1482105,1.1482105,1.001428348,Minimal,Limited Coverage
Pennsylvania,8/3/2024,All Results,1,1.218954668,1.017740032,Minimal,Limited Coverage
Pennsylvania,4/27/2024,All Results,1,1.455112007,1.189713025,Minimal,Limited Coverage
Pennsylvania,9/17/2022,All Results,4.053470455,2.778847692,2.320928639,Low,Limited Coverage
Pennsylvania,3/25/2023,All Results,1.64239183,2.163052158,2.132943655,Minimal,Limited Coverage
Pennsylvania,2/3/2024,All Results,5.215462058,6.868404881,6.536578824,Low,Limited Coverage
Pennsylvania,12/14/2024,1 Year,10.71553685,5.472206273,6.248555998,Moderate,Limited Coverage
Pennsylvania,1/18/2025,6 Months,24.46806773,8.870003394,8.190492632,Very High,Limited Coverage
Pennsylvania,6/15/2024,1 Year,1.117284319,1.259788613,1.060702989,Minimal,Limited Coverage
Pennsylvania,6/29/2024,1 Year,1,1.283688257,1.033188103,Minimal,Limited Coverage
Pennsylvania,8/27/2022,All Results,1.125379954,2.666307019,3.577642322,Minimal,Limited Coverage
Pennsylvania,1/28/2023,All Results,5.321670953,5.388541997,5.802422502,Low,Limited Coverage
Pennsylvania,7/13/2024,All Results,1,1.2601647,1.01157141,Minimal,Limited Coverage
Pennsylvania,10/5/2024,All Results,1.182619808,1.263411201,1.050088914,Minimal,Limited Coverage
Pennsylvania,8/19/2023,All Results,1.299254211,1.486995519,1.346359388,Minimal,Limited Coverage
Pennsylvania,8/6/2022,All Results,2.825283366,1.405401868,2.54442951,Minimal,Limited Coverage
Pennsylvania,3/23/2024,All Results,2.467769666,2.513087656,4.015741503,Minimal,Limited Coverage
Pennsylvania,4/13/2024,All Results,1.480121956,1.913184421,1.391480897,Minimal,Limited Coverage
Pennsylvania,5/18/2024,All Results,1,1.404929217,1.107559062,Minimal,Limited Coverage
Pennsylvania,12/7/2024,All Results,10.89896217,4.07726314,3.698274084,Moderate,Limited Coverage
Pennsylvania,3/2/2024,All Results,1.761434051,4.18098609,5.32669147,Minimal,Limited Coverage
Pennsylvania,3/9/2024,1 Year,1.851909033,3.747594887,4.410907209,Minimal,Limited Coverage
Pennsylvania,12/9/2023,All Results,20.69039858,11.11331973,13.06379224,Very High,Limited Coverage
Pennsylvania,3/23/2024,1 Year,2.467769666,2.513087656,4.015741503,Minimal,Limited Coverage
Pennsylvania,12/28/2024,All Results,14.95957931,6.40425026,7.280888656,High,Limited Coverage
Pennsylvania,1/21/2023,All Results,5.638221104,6.321951214,5.484335628,Low,Limited Coverage
Pennsylvania,10/21/2023,All Results,2.134698157,1.960861607,1.926951199,Minimal,Limited Coverage
Pennsylvania,10/8/2022,All Results,7.8815866,3.754217665,5.340518946,Low,Limited Coverage
Pennsylvania,8/24/2024,1 Year,1,1.269539894,1.108245742,Minimal,Limited Coverage
Pennsylvania,2/11/2023,All Results,2.032073307,4.465009064,3.924916862,Minimal,Limited Coverage
Pennsylvania,5/4/2024,All Results,1,1.46921103,1.094393026,Minimal,Limited Coverage
Pennsylvania,1/11/2025,All Results,18.24822114,10.08301231,8.511567278,High,Limited Coverage
Pennsylvania,11/16/2024,6 Months,1.02400491,1.91663426,1.219749321,Minimal,Limited Coverage
Rhode Island,11/2/2024,1 Year,1.659274747,1.260595524,1,Minimal,
Rhode Island,6/29/2024,All Results,1.191199228,1.283688257,1.033188103,Minimal,Limited Coverage
Rhode Island,9/21/2024,1 Year,1,1.136892106,1.007209931,Minimal,
Rhode Island,1/25/2025,45 Days,7.56999366,8.410056222,9.736453757,Low,
Rhode Island,6/22/2024,All Results,1,1.226811809,1.01048454,Minimal,Limited Coverage
Rhode Island,11/9/2024,All Results,1.059334019,1.505537457,1.04991863,Minimal,
Rhode Island,12/7/2024,6 Months,2.414261198,4.07726314,3.698274084,Minimal,
Rhode Island,11/30/2024,6 Months,3.409279136,2.465017247,2.101595977,Minimal,
Rhode Island,11/2/2024,All Results,1.659274747,1.260595524,1,Minimal,
Rhode Island,1/11/2025,1 Year,7.833427339,10.08301231,8.511567278,Low,
Rhode Island,8/3/2024,1 Year,1.267017729,1.218954668,1.017740032,Minimal,
Rhode Island,8/24/2024,All Results,1.331455243,1.269539894,1.108245742,Minimal,
Rhode Island,1/4/2025,6 Months,7.736756064,10.03425259,9.560345675,Low,
Rhode Island,9/28/2024,All Results,1,1.215121123,1.01675834,Minimal,
Rhode Island,9/21/2024,6 Months,1,1.136892106,1.007209931,Minimal,
Rhode Island,12/7/2024,1 Year,2.414261198,4.07726314,3.698274084,Minimal,
Rhode Island,10/26/2024,1 Year,1,1.157666147,1,Minimal,
Rhode Island,7/6/2024,1 Year,2.044161632,1.221474285,1.040930892,Minimal,Limited Coverage
Rhode Island,8/17/2024,1 Year,1.200987409,1.215384356,1.029233811,Minimal,
Rhode Island,9/28/2024,1 Year,1,1.215121123,1.01675834,Minimal,
Rhode Island,9/21/2024,All Results,1,1.136892106,1.007209931,Minimal,
Rhode Island,12/14/2024,6 Months,5.994884201,5.472206273,6.248555998,Low,
Rhode Island,12/21/2024,6 Months,6.400859087,6.597140991,6.611887262,Low,
Rhode Island,11/23/2024,All Results,2.211167904,2.321732905,1.876392134,Minimal,
Rhode Island,12/21/2024,1 Year,6.400859087,6.597140991,6.611887262,Low,
Rhode Island,1/25/2025,6 Months,7.56999366,8.410056222,9.736453757,Low,
Rhode Island,11/2/2024,6 Months,1.659274747,1.260595524,1,Minimal,
Rhode Island,6/15/2024,All Results,2.534659072,1.259788613,1.060702989,Minimal,Limited Coverage
Rhode Island,10/19/2024,All Results,1,1.254449455,1.00762185,Minimal,
Rhode Island,10/12/2024,All Results,1,1.1482105,1.001428348,Minimal,
Rhode Island,7/20/2024,All Results,1.175371965,1.254157163,1.054740534,Minimal,
Rhode Island,7/27/2024,All Results,1.141516384,1.245212192,1.027734216,Minimal,
Rhode Island,12/21/2024,45 Days,6.400859087,6.597140991,6.611887262,Low,
Rhode Island,7/27/2024,1 Year,1.141516384,1.245212192,1.027734216,Minimal,
Rhode Island,11/23/2024,1 Year,2.211167904,2.321732905,1.876392134,Minimal,
